component_01,component_02,component_03,subjectID
-7.11362179114847,5.93127920568184,-0.700605985841933,row_001
-11.3552179654783,16.2677922409506,1.6230834914117,row_002
3.62252043881584,-8.11698858403936,-3.74212746161953,row_003
-1.65166207087263,1.3782047864632,-0.582533783450591,row_004
0.245039935815993,-1.38616179453912,1.49034471708759,row_005
-7.71254939939573,9.81363057309829,-1.08889499295333,row_006
20.5071475050487,-24.1308061756947,10.527318369732,row_007
7.22208640434724,-4.21925190933081,0.369964342551332,row_008
-10.4569371598074,16.1419218687555,1.50231159050887,row_009
0.552110121548278,1.69589778434,-0.163949347726235,row_010
-17.2654365196997,16.953246575743,-0.614947861657755,row_011
5.17445212418642,-8.25212440864741,1.22534221406877,row_012
-21.1553183596279,18.6731785240146,-1.36902819752566,row_013
-6.74727890304415,8.49783729349541,-1.06826960319625,row_014
2.06671996499632,-2.05422766101032,2.51751325332213,row_015
-6.90078237155512,8.26147750548878,-1.44008367147891,row_016
-7.24917531505935,5.03021170962657,2.73314299235624,row_017
3.98678236138056,-1.56418069630632,-1.04306565763578,row_018
-16.7704016962149,15.7092044515635,-2.35050735082345,row_019
-47.9989987373651,41.9558641063343,-10.1926278811032,row_020
-1.66566889107032,-2.77692414975537,0.94155279759611,row_021
0.61779626225687,-0.185805983515923,1.10442860062802,row_022
15.6423694340475,-23.5265635592187,-0.353624696653101,row_023
-14.8439830717774,9.85238420842402,-0.507153929254972,row_024
-19.5021676237584,22.3826753824669,-7.21336672517354,row_025
-2.93664837286766,2.64481566934935,-2.48666049234022,row_026
-4.11796644283689,3.92219217501554,4.14573672341808,row_027
-4.42562691453833,-2.4006274003477,-3.49643181325817,row_028
-9.78295835002942,8.74792509185404,-1.80775100690985,row_029
-13.1543049015211,5.19243177527351,3.49014667761954,row_030
5.95130541759752,-7.7875474740422,-0.00531084087027207,row_031
-21.2851398393704,17.257771947159,-2.96520119504355,row_032
-7.9174880361589,7.55304801346507,0.297916334758951,row_033
-17.9389221140077,18.6533250516492,-5.15257849715367,row_034
-9.48913088789931,9.2917243006512,-1.36707946381937,row_035
