rank,cpEnergyFit,svdEnergyFit,bestStartConverged,possibleDegeneracy,medianSplitHalfCongruence
1,0.0216018590395518,0.0252048359147373,1,0,0.535321692524456
2,0.0401401023525331,0.0460013036103549,1,0,0.71167513423714
3,0.0550384346219239,0.0638064677824934,1,0,0.575316300734373
