component_01,component_02,roiName
0.0410711426581328,0.0374142397099138,Parcel_306
0.0282878458189562,0.0297792692849011,Parcel_307
0.0613196656191448,0.0621893046603895,Parcel_308
0.0376887934439162,0.0388736748092631,Parcel_309
0.0378004700970582,0.0359011870144757,Parcel_310
0.0280346280598331,0.0327341186512843,Parcel_311
0.0276246302370448,0.0321616090672487,Parcel_312
0.0373875166100474,0.0423781460987161,Parcel_313
0.0263628003137474,0.0298333745874936,Parcel_314
0.0261031369051267,0.0326377624606739,Parcel_315
0.0370720669852828,0.0433120228462213,Parcel_316
0.020541020865754,0.024896837225698,Parcel_317
0.0355613499882915,0.0395482296009802,Parcel_318
0.0323500628914746,0.0363117960327506,Parcel_319
0.0455060011537582,0.0425603988599425,Parcel_320
0.038717787251565,0.0389085873792934,Parcel_321
0.0483705243628405,0.0481999975001015,Parcel_322
0.0535597005357111,0.053217871784985,Parcel_323
0.0617065847864286,0.0630863880864588,Parcel_324
0.0417038964523811,0.0438929437858792,Parcel_325
0.0433454086626444,0.0445268771513477,Parcel_326
0.0167076255714272,0.0187389102515216,Parcel_327
0.0132730216176224,0.0163993089917904,Parcel_328
0.0179937622399935,0.0203608515426064,Parcel_329
0.0376477470094662,0.0411880616755964,Parcel_330
0.0266838184876419,0.0264230174645268,Parcel_331
0.0121069733621141,0.0131397130485894,Parcel_332
0.0495254813953147,0.0484498015856794,Parcel_333
0.0486771079026733,0.0474026459971983,Parcel_334
0.0372209371783702,0.034099897768148,Parcel_335
0.0388062762514762,0.0367918286536239,Parcel_336
0.0462379612319294,0.0407416421034202,Parcel_337
0.0641857405705034,0.0515395577806264,Parcel_338
0.0558136924374711,0.0519055046109775,Parcel_339
0.062962754558897,0.0604014929231604,Parcel_340
0.0489226774605589,0.0448100636688049,Parcel_341
0.0500165093498964,0.0464837009511769,Parcel_342
0.0233804733978768,0.0250994730432964,Parcel_343
0.0207411644558883,0.0207159288887039,Parcel_344
0.0335758219999651,0.0290769405644099,Parcel_345
0.0521912409973345,0.0477581220066617,Parcel_346
0.06255406257382,0.0557842692276581,Parcel_347
0.0569733125327547,0.0529804317419184,Parcel_348
0.0292292910354187,0.0283387477313024,Parcel_349
0.0362863313115077,0.0329189295377451,Parcel_350
0.0372486866648493,0.0347466076608099,Parcel_351
0.0427443180128835,0.0413788471601218,Parcel_352
0.0221138810269952,0.0225969674839644,Parcel_353
0.0266115207350247,0.0256097672327961,Parcel_354
0.0230652213388133,0.0200342366885965,Parcel_355
0.0262765541538165,0.02716732903497,Parcel_356
0.0584052213139745,0.0538871632541965,Parcel_357
0.0793380139782941,0.0722783360281946,Parcel_358
0.0569030298159673,0.0553038651338815,Parcel_359
0.0699584193730902,0.0712071657584049,Parcel_360
0.0349070817366683,0.0347210554135338,Parcel_361
0.0275706336312566,0.0301912895942022,Parcel_362
0.045611214224597,0.0399354861300735,Parcel_363
0.0456638599610997,0.0406750565388653,Parcel_364
0.0668078577303074,0.0620328231343003,Parcel_365
0.0629487916918918,0.0599157893627978,Parcel_366
0.0280111909406684,0.0284009513221255,Parcel_367
0.0465987039784827,0.0449305691877998,Parcel_368
0.0443820410853186,0.0400429281842038,Parcel_369
0.0461640545455281,0.0424728802006265,Parcel_370
0.0228153840566256,0.0272603860296517,Parcel_371
0.0315298774748832,0.0354433353033947,Parcel_372
0.0441072713985609,0.0395081603781832,Parcel_373
0.0324981792288157,0.0281881369132081,Parcel_374
0.0107767583138456,0.0086900343351847,Parcel_375
0.017375359597299,0.0173491122651231,Parcel_376
0.0323663034095598,0.0310764122133813,Parcel_377
0.032815766130327,0.0299668957124763,Parcel_378
-0.00623113549306759,-0.00540730797921921,Parcel_379
-0.00689947442980846,-0.00267390586073873,Parcel_380
0.0135043310755992,0.0137081037838409,Parcel_381
0.00469025580315954,0.0082765932315027,Parcel_382
0.052021388141193,0.0500051229504302,Parcel_383
0.0756640217351775,0.0783586243185594,Parcel_384
0.0454622936354001,0.0439560256490447,Parcel_385
0.0286659048420289,0.0311767894925771,Parcel_386
