component_01,component_02,component_03,component_04,component_05,roiName
0.0311530573835551,0.0307848817684104,0.03026006606162,0.0300113702867655,0.033781762449752,Parcel_181
0.0280736407268372,0.0262893479591416,0.0297287346711215,0.0277769472327207,0.0295896493982294,Parcel_182
0.0246089603959594,0.0248272406898131,0.0247980647236072,0.0262481821531246,0.0257972677781083,Parcel_183
0.0203805323382035,0.0170943320974972,0.0216268450322219,0.02154849182249,0.0172352031889211,Parcel_184
0.00877593504756735,0.00914549383430187,0.00866648996692227,0.00920779997294271,0.00932796812217167,Parcel_185
0.004643156943539,0.00393576681988949,0.00454531012331156,0.00608582750973128,0.00311109873437284,Parcel_186
0.0373785013570898,0.0382855629136507,0.0413902249061181,0.0394420583827953,0.0448201889535175,Parcel_187
0.0425561518547369,0.0413083591556138,0.0507877876997188,0.0451037219098364,0.0538340840483383,Parcel_188
0.057773382247364,0.0554091947059525,0.0584112604050894,0.0509907841426911,0.0568259433275904,Parcel_189
0.0209724848862422,0.0203797479401675,0.0212219034593878,0.0203294835167853,0.0196854226699258,Parcel_190
0.0453451873363758,0.043398323143833,0.0456023593268721,0.043152513547562,0.0423893815658432,Parcel_191
0.0350030898502859,0.0330993352698893,0.0368515622350731,0.0330350126914797,0.035023970268879,Parcel_192
0.0411736427506971,0.0396350624567754,0.0440880220443636,0.0384605616959625,0.0420928136418259,Parcel_193
0.0493088670528547,0.0489241741226835,0.0548252578943786,0.0461776561781428,0.05543360651102,Parcel_194
0.0531772498182782,0.0524541035715028,0.0575378604734806,0.0516833961338917,0.0565706381239718,Parcel_195
0.0418261528832229,0.040721024155653,0.0494597331467614,0.0404545345214125,0.0493303143409121,Parcel_196
0.0496794964180712,0.0497874989844808,0.0487922246615891,0.050299094098483,0.0471984830487451,Parcel_197
0.0491259269737361,0.0488528033567996,0.0494592828829763,0.0500779423764101,0.0460678726174416,Parcel_198
0.0447486443798426,0.0444898070604031,0.0429234432285786,0.0450432528606237,0.040677459696323,Parcel_199
0.0523027764170936,0.052153845131681,0.0524067248784516,0.0536494400380127,0.0500200489944833,Parcel_200
0.0429180149408755,0.0417239050428992,0.0411948670454115,0.0423212582996666,0.0389121390373869,Parcel_201
0.048418271370005,0.0476653877501047,0.0497246464395452,0.0505366792027276,0.0455396502136637,Parcel_202
0.0328751151001927,0.0313751483994317,0.033428365243787,0.0326649167854338,0.0301616634359562,Parcel_203
0.0358472336875602,0.0347609597968324,0.0353589227342264,0.0361958201461156,0.0302830898177552,Parcel_204
0.0502649295426136,0.0477583289135981,0.0534401106647119,0.0517075866123683,0.0490281233807407,Parcel_205
0.059340890297867,0.0587624378449451,0.0599170057606249,0.061859610389157,0.0572304343620073,Parcel_206
0.0476780795833028,0.0451826424457899,0.0497318660776872,0.0488035891321372,0.044863685578627,Parcel_207
0.0498518241107578,0.0461234414170448,0.0518957371122285,0.0482101648508456,0.0479795530038707,Parcel_208
0.0491583231571423,0.0490093081653605,0.0477133511827626,0.0510743619571657,0.0444615626407881,Parcel_209
0.0447786697882391,0.0441802626045819,0.0460928912353553,0.0482710167855068,0.0424275997896434,Parcel_210
0.0337023338955958,0.0343631407543156,0.0315499389167548,0.0367184520735826,0.0282155373546292,Parcel_211
0.0358261094159711,0.0355921952812971,0.0373689995869767,0.0375531856212072,0.036473108897243,Parcel_212
0.0254494147556154,0.0250897028747141,0.025646661377652,0.0268996734251431,0.0228635827197002,Parcel_213
0.0295318778879813,0.0301792614205416,0.028903404305628,0.0316658306341862,0.0280447456347242,Parcel_214
0.0444672191530629,0.0417892539311495,0.045509261797039,0.0424476095046627,0.0414481474311557,Parcel_215
0.0605036231633708,0.0556789041116113,0.0617409828501493,0.0581681655493907,0.0558946522926051,Parcel_216
0.0532065830314254,0.0519988646803637,0.0537098014573054,0.0521449016128899,0.0498203992667896,Parcel_217
0.0487680333620332,0.0460644698825548,0.0524617182442179,0.04713349673157,0.0507241289495446,Parcel_218
0.0328177873608269,0.0336275614930437,0.0352555663881207,0.0325836176124937,0.0388197063960299,Parcel_219
0.0408713016791075,0.0399870294169073,0.0392636501116476,0.0439947262837359,0.0357599066339089,Parcel_220
0.0509527358061637,0.0473375127464111,0.0553575078408528,0.0460172207471393,0.0521452868104598,Parcel_221
