component_01,subjectID
-2.40794284954366,row_001
-1.23139679194686,row_002
-1.33660746504573,row_003
-0.616928469063131,row_004
0.111935168047061,row_005
-1.57479813706377,row_006
7.14396508069792,row_007
3.14944580478785,row_008
-0.672443701136484,row_009
0.788971660112623,row_010
-5.17012988742825,row_011
0.991819863332186,row_012
-6.89241056001974,row_013
-1.40307330258416,row_014
1.44436551438407,row_015
-1.61745583659077,row_016
-2.1944587753549,row_017
1.53104109639097,row_018
-5.31914099472356,row_019
-17.48324995193,row_020
-1.45066901133361,row_021
0.541547363039458,row_022
2.16270360476651,row_023
-5.74512539447041,row_024
-6.21935278218788,row_025
-1.49705488664015,row_026
-0.226621877604143,row_027
-4.42643895124784,row_028
-3.38969943207683,row_029
-5.92766208441553,row_030
1.05416374929225,row_031
-7.70083035230608,row_032
-2.25191863353916,row_033
-6.02653573953349,row_034
-2.90675461455459,row_035
-2.64431967091332,row_036
1.01410636411795,row_037
-1.73246805961168,row_038
1.39219758364963,row_039
-0.854183655969128,row_040
0.578855254822175,row_041
-5.33606976877716,row_042
-0.342756021341382,row_043
-0.487578713718492,row_044
-2.00694131405969,row_045
1.54797397538945,row_046
-5.25870195529089,row_047
2.96721406026546,row_048
-0.694324532230019,row_049
0.00531769791254629,row_050
-6.16765839844042,row_051
0.347270876588076,row_052
-1.90747823086725,row_053
-2.63041537599436,row_054
2.18959758159892,row_055
12.230755336801,row_056
-17.4604790847086,row_057
-1.08859923850761,row_058
-7.2072853018052,row_059
-1.19987868391368,row_060
-3.22076219803081,row_061
-4.70226377059046,row_062
-3.58721465258493,row_063
1.12078060569576,row_064
3.40138966860675,row_065
3.29065001739708,row_066
-2.6609852121398,row_067
-7.2196372771213,row_068
4.76541028976692,row_069
-2.99566851276854,row_070
2.43177738758499,row_071
2.0099078171103,row_072
-0.760176328987312,row_073
0.642169796267063,row_074
1.58801864258339,row_075
-1.78535174269615,row_076
-7.18059441143392,row_077
-1.64916107593326,row_078
-2.95884381467249,row_079
-8.26877255342935,row_080
-1.58825730786075,row_081
0.00376884226370494,row_082
-2.10362753656309,row_083
0.926801951687778,row_084
-3.37593453680713,row_085
0.657662895863612,row_086
1.10478761215241,row_087
1.17326482105748,row_088
-2.09227725086762,row_089
-0.38013341901466,row_090
-3.79221574334523,row_091
-4.1693308503601,row_092
2.8290168333104,row_093
1.31380104654248,row_094
0.049661088200657,row_095
0.467617926541646,row_096
-0.708960754689165,row_097
2.93406939256007,row_098
-1.21307416108016,row_099
-2.61794120495834,row_100
-3.9442586351516,row_101
-2.50275835296549,row_102
2.12989907384861,row_104
-2.80624617146676,row_105
0.803116404749768,row_106
-2.46443336865199,row_107
-4.80525886950667,row_108
2.75106700601316,row_109
-3.29050991578357,row_110
-0.00125786661635233,row_111
-4.35934776746786,row_112
0.792632895616328,row_113
1.60191372533017,row_114
-3.84584308442992,row_115
-5.10274398925295,row_116
-3.31811740146206,row_117
-0.203920892645406,row_118
-4.44479475954325,row_119
-3.49014059376697,row_120
-1.26224214669838,row_121
-1.08475922715793,row_122
4.30933412144227,row_123
-4.32767810292055,row_124
2.13373950592785,row_125
6.0864020425236,row_126
-7.42174928478431,row_127
-2.3935911116332,row_128
-9.13022175388801,row_129
8.0440091612112,row_130
-5.59013721502921,row_131
-3.85840447197203,row_132
-2.33876351355153,row_133
5.7638509470966,row_134
-4.07381402601917,row_135
-2.26726462047282,row_136
-1.28588543243457,row_137
-1.27611381271637,row_138
-1.05995508119221,row_139
-4.01302510207037,row_140
-1.59746243096099,row_141
-1.97099219571127,row_142
0.286711371784695,row_143
-6.84524352778709,row_144
-5.40731688043448,row_145
-0.944209611377674,row_146
-4.12842401663795,row_147
2.06252893197889,row_148
1.01917809875305,row_149
-5.99980012885503,row_150
3.91794436967431,row_151
-1.72378529889438,row_152
3.72484281342494,row_153
0.102960978379847,row_154
-2.87705585836777,row_155
3.27568115419436,row_156
4.42663832764252,row_157
1.17274769889712,row_158
1.7932571477092,row_159
0.208578139286014,row_160
0.964816381615623,row_161
-4.23577977612725,row_162
2.92052018442594,row_163
-5.47087766199701,row_164
0.322712168423828,row_165
-0.90149818990141,row_166
2.57039935952467,row_167
-1.71454677120281,row_168
-5.34031870905422,row_169
-8.1388702555936,row_170
3.04216471833685,row_172
-0.55739831253457,row_173
-5.46833135785401,row_174
-4.99342361883637,row_175
0.44027318226897,row_176
-2.08334707315975,row_177
0.431364090612184,row_178
0.0736611058530329,row_179
-1.84088804174094,row_180
-2.27789698380303,row_181
2.20854022705106,row_182
-3.28079380849493,row_183
-0.771831237537639,row_184
-2.51683197722091,row_185
0.0520888401612336,row_186
-0.223799034388566,row_187
1.48454624655182,row_188
4.36103931118145,row_189
-2.83726974870169,row_190
-7.27558795396981,row_191
-3.36871098059114,row_192
-3.90337549062758,row_193
-1.23229407555901,row_194
-5.6888858390995,row_195
-3.72290610571474,row_196
-2.507597960253,row_197
-1.0255111229944,row_198
-4.65775029446789,row_199
-0.673033834774639,row_201
-0.164066251673669,row_202
2.64223463352574,row_203
-2.97355706786429,row_204
-1.56452509116261,row_205
-2.30225398510157,row_206
0.969455181387921,row_207
