component_01,component_02,component_03,component_04,roiName
0.044248667694932,0.0433011883518993,0.0469860896958586,0.0465449721131621,Parcel_210
0.0330733664231963,0.0333460930587376,0.0325635339989308,0.0334150911654184,Parcel_211
0.0358364906150439,0.0354603761665568,0.0378205267440445,0.0376660747503621,Parcel_212
0.0244723794435509,0.0238425905726688,0.0252616644753584,0.0244313097367922,Parcel_213
0.0282274091394014,0.0287285630919381,0.0285130784609756,0.0293373433331473,Parcel_214
0.0436815856262714,0.0409671010176615,0.0447512325637719,0.0411497004134617,Parcel_215
0.0595221277390005,0.0544436576423247,0.0613751816006692,0.0568127713117355,Parcel_216
0.0527803632495997,0.0513707663028399,0.0542000249374085,0.0514168077689819,Parcel_217
0.0489407340269524,0.0460251360483336,0.0525275814053464,0.049138356239181,Parcel_218
0.0343384719921653,0.0351792767874857,0.0357132170836038,0.0362444410905313,Parcel_219
0.0406204364960051,0.0393225140247788,0.0403919295867043,0.0411015204996328,Parcel_220
0.0511825969273125,0.0471421692200768,0.055180680088671,0.0486731831984543,Parcel_221
0.0599366272299331,0.0538924125249073,0.0652144052366851,0.0551856331109714,Parcel_222
0.0382831745856483,0.035375975329049,0.0444052399968139,0.0417939584829891,Parcel_223
0.038327951004958,0.0339309092441494,0.0453129314194191,0.0407690509361674,Parcel_224
0.0493769524854634,0.0479373053150765,0.0495785427981376,0.0490883686548072,Parcel_225
0.0555983493064891,0.0531705545719694,0.0538808364173734,0.0526935847112954,Parcel_226
0.0322034279426672,0.0307177233799951,0.0339317055202757,0.0333720848533398,Parcel_227
0.0355331993922597,0.0332216105244579,0.0356750322717322,0.0325161299566549,Parcel_228
0.0220930265283152,0.020508268441352,0.0187411790811541,0.0182679989439153,Parcel_229
0.0282392093191527,0.027020660027111,0.0287944072155458,0.0266585746026235,Parcel_230
0.0286003559215571,0.0272954584589099,0.0283137380333102,0.0276363280372902,Parcel_231
0.0332300484575529,0.0332823137877414,0.0333503484021791,0.0330426867237157,Parcel_232
0.0470126669007239,0.045561949519089,0.046499596539642,0.0435028281839064,Parcel_233
0.0401003883126668,0.0391562775971962,0.0403416221433655,0.0379836849829516,Parcel_234
0.0395189380132677,0.0394559987116003,0.0364490849642104,0.0381491321394657,Parcel_235
0.0251963271978407,0.0252389193875028,0.0263687254824987,0.0270013570395378,Parcel_236
0.0458379074000636,0.0454573617477991,0.045361660557166,0.0459842096779324,Parcel_237
0.0458202451585311,0.0481017809595948,0.0416344563629452,0.0455088131787926,Parcel_238
0.0327819145404237,0.0313497681753901,0.0323675825081271,0.0323600015700648,Parcel_239
0.039768908024185,0.0387134429305926,0.0419251280437459,0.0414027416148702,Parcel_240
0.0420578271175543,0.0391489257656586,0.04550365202627,0.0438323052383201,Parcel_241
0.0830378058873672,0.0786229878885193,0.0813071577635947,0.0784708662893552,Parcel_242
0.0257871281589322,0.0269866818395176,0.0258974528779215,0.0270597492405151,Parcel_243
0.0181047312573261,0.0177136799085808,0.0176656655762758,0.0181698310235816,Parcel_244
0.0206582213758639,0.0187476134688664,0.0247637578391965,0.0218673562298881,Parcel_245
0.0248678754457719,0.0246716840877018,0.0278396898362321,0.0274680931811813,Parcel_246
0.0346994461051967,0.0336525899715248,0.0369231598896178,0.0361080442979453,Parcel_247
0.0519650659856532,0.0499684226491377,0.0553779173928746,0.0523115011661541,Parcel_248
0.0348925933346084,0.0342299778589309,0.0379754728922733,0.036755307610213,Parcel_249
0.0429492938898693,0.0427409906732834,0.0472879761422218,0.0465244390086517,Parcel_250
0.0471079923093865,0.0431380156517022,0.0494709912437747,0.0468652851657356,Parcel_251
0.0452161590193175,0.0421626739885465,0.0450468131790496,0.0453731774960734,Parcel_252
0.0305426206458416,0.028128447521538,0.0300307861162847,0.0296219757252737,Parcel_253
0.0372342257494314,0.0341733637200585,0.0358667726357511,0.0350509686258867,Parcel_254
0.0336729275381695,0.0315857489996883,0.0367028742345684,0.034402045044735,Parcel_255
0.0417728139597434,0.0399977133340215,0.0470508899942069,0.0456204966614768,Parcel_256
0.0464240758432967,0.0447576449956618,0.0540935489844357,0.0511915210241684,Parcel_257
0.0382466652251411,0.0381324205895946,0.0424968330178745,0.0415078129800511,Parcel_258
0.0302183232575147,0.0299175286657372,0.0340375126955519,0.0323665978068707,Parcel_259
0.0351601814390783,0.0358478500244618,0.0418700133106258,0.0407764782796175,Parcel_260
0.0189296907506978,0.0193004482887924,0.0217074626328148,0.021440827061052,Parcel_261
0.0223002162888688,0.0219509006959028,0.0253695948229629,0.0250383242033091,Parcel_262
0.0172019876289111,0.0164292454147748,0.0199846079283546,0.0198147950611553,Parcel_263
0.0303600280884806,0.0322400393218119,0.0350101583366173,0.0359157442683852,Parcel_264
