component_01,component_02,component_03,component_04,component_05,component_06,roiName
0.0487740572832727,0.0507369646043866,0.0493393795401974,0.042849893043422,0.0501487143608504,0.045842890169799,Parcel_194
0.0512339910527444,0.0532409065036286,0.050903782185985,0.048172513283528,0.0523079416127858,0.0535810192150076,Parcel_195
0.0422946175010298,0.0447941322774284,0.0416716888432612,0.0359955545327676,0.0455262010108341,0.040268883751737,Parcel_196
0.049213144028807,0.0498245670856508,0.0498716015566364,0.051093358538177,0.0470848377774419,0.0513126345616395,Parcel_197
0.0487927515846514,0.0497464005348585,0.0488208734299723,0.050935284784637,0.0464578110380085,0.0503893730754939,Parcel_198
0.0435416665982689,0.0441036570093195,0.0433166796870409,0.0451986600069612,0.0413087420897944,0.0446339109502975,Parcel_199
0.052037855426437,0.0526805778943459,0.0516754149422748,0.0525635152618091,0.0514091613049855,0.0523411369730909,Parcel_200
0.0420990520618622,0.0422533980382458,0.0416315700964909,0.0440011140019388,0.0392574012243009,0.0424097359060993,Parcel_201
0.0477612982685862,0.0496454021888224,0.0470604443934564,0.0501165190910409,0.0472662467409896,0.0497269360619063,Parcel_202
0.0334831332367886,0.0354737004696147,0.0323560210793489,0.0380557695993964,0.0296511503170394,0.0341906667092631,Parcel_203
0.0345217793452185,0.0362710954177071,0.0334843941346851,0.0381730162919676,0.0323775219450854,0.0364070094461106,Parcel_204
0.0520141393826134,0.0548446602482578,0.0504045829623066,0.0565534055719991,0.0497540368029925,0.0537354435367182,Parcel_205
0.0589162509820297,0.0608002894458341,0.0600402385325474,0.0615602984182726,0.058246394249732,0.0621644620843078,Parcel_206
0.0479810023114923,0.0502141179177515,0.0456105879831635,0.0501463849223502,0.0458838554248666,0.0486691997900965,Parcel_207
0.0487590606732282,0.0505916012130256,0.0459976909249853,0.0509813957175166,0.0462867226829244,0.0491867758060891,Parcel_208
0.0487896246100464,0.0496544401850309,0.0486222103497792,0.0507252957859986,0.046427464317663,0.0502977509506985,Parcel_209
0.0450028084207652,0.0462096720248249,0.044499731135018,0.0466013708604528,0.0427649647247694,0.0466281588229479,Parcel_210
0.0335416302619747,0.0338296758026465,0.0342090275950874,0.0362403126967989,0.0321100113554658,0.0363029130597,Parcel_211
0.0370029537678079,0.0386476981728276,0.0373187063499575,0.0392503071662285,0.0364719409673312,0.039811571614662,Parcel_212
0.0245964493740721,0.026132845700984,0.024918189134209,0.0263006002199515,0.0230652092180595,0.0270583695135144,Parcel_213
0.0314596589799887,0.0316947962363929,0.0317839660151258,0.0341126490588873,0.0314528589692156,0.031253526923825,Parcel_214
0.0433640133897709,0.0444723588781981,0.0410896479331376,0.0441153779342966,0.0405822470118763,0.0431231589958974,Parcel_215
0.0606249168421558,0.0622617830251945,0.0559334817855411,0.065068232539556,0.0548067850773378,0.0596818005717678,Parcel_216
0.0529798269580972,0.0540246107711158,0.0517174865066177,0.0545766300104786,0.0497973075527076,0.0526835879810584,Parcel_217
0.0499422771793252,0.0513407767314433,0.0470894854168685,0.051163853207661,0.0479828783840783,0.0492393467084067,Parcel_218
0.0368090608014412,0.0372784994383888,0.0360106823248765,0.0395390047790053,0.0373106004091106,0.0365833606810679,Parcel_219
0.0421027861355022,0.0416606140301447,0.0402349210557887,0.0462112378197995,0.0407337118005043,0.0431389762957521,Parcel_220
0.0518887893804665,0.0541852049476862,0.0475195820554188,0.0507421626385716,0.0503489078261512,0.04577195697583,Parcel_221
0.0617812047081025,0.0640707393512451,0.0555059916600604,0.0599263956067276,0.0599868943852739,0.0480379363384858,Parcel_222
0.0424125462281155,0.0443531012645776,0.0392813283214502,0.043934558562091,0.0452376670416125,0.0407591806399745,Parcel_223
0.0403890027183544,0.0427229881116384,0.0362524505790255,0.0411500506802155,0.0422700007990128,0.0377798111289223,Parcel_224
0.0492087474927438,0.049506314387171,0.0493825237370595,0.0493905269209728,0.0476616166378846,0.0506038878736991,Parcel_225
0.0556277470194067,0.0552860825986362,0.0543738391923016,0.0585162884929037,0.0510464738335357,0.0562788574215199,Parcel_226
0.0336907591463313,0.0351568548609435,0.0320350871326166,0.0382862030758663,0.0292989554411036,0.0376298142977743,Parcel_227
0.0361822700829923,0.0373597544202876,0.035290930543154,0.0418588074523539,0.0316477738379537,0.0384840817746264,Parcel_228
